# Outliers,Original Index,Temperature (K),Electrical Resistivity (Ohm m),Seebeck Coefficient (V/K),Thermal Conductivity (W/(m K)),Figure of Merit,Thermopower (V/K),Thermal Conductivity x Figure of Merit (W/m K),Power Factor (W/(K^2 m)),Formula,Series,Series Index,Family,Electrical Conductivity (S/m),Preparative Route,Final Form,Authors,DOI,Comments,Cell Volume (A^3),Formula Units per Cell,Atoms per Formula Unit,Total Atoms Per Unit Cell,Average Atomic Volume,Author of Unit Cell,Unit Cell DOI,ICSD ID,Electronic over Total Thermal Conductivity,Space Group,Number of Symmetry Elements
outliers,orig_index,T,rho,seebeck,kappa,zT,seebeck_abs,kappa_zT,power_factor,formula,series,x,family,sigma,preparative_route,final_form,authors,doi,comments,cell_volume,formula_units_per_cell,atoms_per_formula_unit,total_atoms_per_unit_cell,average_atomic_volume,author_of_unit_cell,unit_cell_doi,icsd_id,kel/ktot,space_group,symmetry_elements
,641,1000,0.004786773188,-0.000145433,,,0.000145433,0.004418583596,0.000004418583596,Ca0.9Sn0.1MnO3,Ca1-xSnxMnO3,0.1,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,212.03,4,5,20,10.6015,Wang,http://dx.doi.org/10.1021/jp809049s,164745,,62,8
,642,300,0.06975397772,-0.000476683,2.9898,0.000326865788,0.000476683,0.0009772633328,0.000003257544443,CaMnO3,CaMnO3,0,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,0.00003509942203,62,8
,643,400,0.02869819259,-0.000460992,3.1783,0.0009319601342,0.000460992,0.002962048894,0.000007405122236,CaMnO3,CaMnO3,0,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,0.0001070040915,62,8
,644,700,0.004851872338,-0.000332067,3.3114,0.004804281736,0.000332067,0.01590889854,0.00002272699791,CaMnO3,CaMnO3,0,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,0.001063082225,62,8
,645,1000,0.0008749671887,-0.000192833,3.4447,0.01233728347,0.000192833,0.04249824035,0.00004249824035,CaMnO3,CaMnO3,0,CaMnO3,,"solid state reaction, air",polycrystalline,Ohtaki1995JSSC,http://dx.doi.org/10.1006/jssc.1995.1384,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,0.008095555491,62,8
# outlier in seebeck,646,300,0.183684,0.00123543,6.5859,0.0003785045292,0.00123543,0.002492792979,0.000008309309928,CuCrO2,CuCr1-xMgxO2,0,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.06,3,4,12,10.92166667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157800,0.000006050964719,166,12
,647,400,0.18682,0.000916284,6.1557,0.0002920245635,0.000916284,0.001797615606,0.000004494039014,CuCrO2,CuCr1-xMgxO2,0,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.06,3,4,12,10.92166667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157800,0.000008486898412,166,12
,648,700,0.034081,0.000633893,4.8843,0.001689722128,0.000633893,0.008253109792,0.00001179015685,CuCrO2,CuCr1-xMgxO2,0,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.06,3,4,12,10.92166667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157800,0.000102606106,166,12
,649,1000,0.0166438,0.000617422,3.7083,0.00617642043,0.000617422,0.02290401988,0.00002290401988,CuCrO2,CuCr1-xMgxO2,0,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.06,3,4,12,10.92166667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157800,0.0003953324617,166,12
,650,300,0.0611207,0.00052519,6.9663,0.0001943406534,0.00052519,0.001353835294,0.000004512784312,CuCr0.99Mg0.01O2,CuCr1-xMgxO2,0.01,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.06,3,4,12,10.92166667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157801,0.00001719176985,166,12
,651,400,0.0175771,0.000444688,6.4029,0.000702824462,0.000444688,0.004500114748,0.00001125028687,CuCr0.99Mg0.01O2,CuCr1-xMgxO2,0.01,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.06,3,4,12,10.92166667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157801,0.00008672131907,166,12
,652,700,0.00472214,0.000428212,5.7042,0.004765210655,0.000428212,0.02718171462,0.00003883102088,CuCr0.99Mg0.01O2,CuCr1-xMgxO2,0.01,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.06,3,4,12,10.92166667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157801,0.0006340949046,166,12
,653,1000,0.00365988,0.000445826,4.9475,0.01097686027,0.000445826,0.05430801619,0.00005430801619,CuCr0.99Mg0.01O2,CuCr1-xMgxO2,0.01,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.06,3,4,12,10.92166667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157801,0.001347526074,166,12
,654,300,0.0104523,0.000311548,7.5581,0.0003685926663,0.000311548,0.002785860231,0.00000928620077,CuCr0.98Mg0.02O2,CuCr1-xMgxO2,0.02,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.12,3,4,12,10.92666667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157802,0.00009265878072,166,12
,655,400,0.00569216,0.000332182,6.7086,0.001155854546,0.000332182,0.007754165809,0.00001938541452,CuCr0.98Mg0.02O2,CuCr1-xMgxO2,0.02,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.12,3,4,12,10.92666667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157802,0.0002555882125,166,12
,656,700,0.00265082,0.000367981,5.8378,0.00612518739,0.000367981,0.03575761895,0.00005108231278,CuCr0.98Mg0.02O2,CuCr1-xMgxO2,0.02,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.12,3,4,12,10.92666667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157802,0.001103718738,166,12
,657,1000,0.00232176,0.000403782,4.833,0.01452980513,0.000403782,0.07022254821,0.00007022254821,CuCr0.98Mg0.02O2,CuCr1-xMgxO2,0.02,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.12,3,4,12,10.92666667,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157802,0.002174481446,166,12
,658,300,0.00101735,0.000199047,7.1396,0.001636395427,0.000199047,0.01168320879,0.0000389440293,CuCr0.97Mg0.03O2,CuCr1-xMgxO2,0.03,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.14,3,4,12,10.92833333,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157803,0.001007782496,166,12
,659,400,0.00069316,0.000241278,6.4607,0.005199748898,0.000241278,0.03359401771,0.00008398504427,CuCr0.97Mg0.03O2,CuCr1-xMgxO2,0.03,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.14,3,4,12,10.92833333,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157803,0.002179399011,166,12
,660,700,0.000485233,0.000289576,5.6659,0.02135029772,0.000289576,0.1209686519,0.0001728123598,CuCr0.97Mg0.03O2,CuCr1-xMgxO2,0.03,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.14,3,4,12,10.92833333,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157803,0.006212531907,166,12
,661,1000,0.000470555,0.000325374,4.7763,0.04710464154,0.000325374,0.2249858994,0.0002249858994,CuCr0.97Mg0.03O2,CuCr1-xMgxO2,0.03,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.14,3,4,12,10.92833333,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157803,0.01085645001,166,12
,662,300,0.00106683,0.000196762,9.2934,0.001171477256,0.000196762,0.01088700673,0.00003629002244,CuCr0.96Mg0.04O2,CuCr1-xMgxO2,0.04,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.2,3,4,12,10.93333333,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157804,0.0007383142166,166,12
,663,400,0.000660993,0.000225369,8.7669,0.003505947703,0.000225369,0.03073629292,0.00007684073229,CuCr0.96Mg0.04O2,CuCr1-xMgxO2,0.04,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.2,3,4,12,10.93333333,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157804,0.001684251352,166,12
,664,700,0.000469005,0.000270256,7.9727,0.0136730636,0.000270256,0.1090112342,0.0001557303345,CuCr0.96Mg0.04O2,CuCr1-xMgxO2,0.04,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.2,3,4,12,10.93333333,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157804,0.004567777817,166,12
,665,1000,0.000442664,0.000303784,6.8542,0.03041577003,0.000303784,0.2084757709,0.0002084757709,CuCr0.96Mg0.04O2,CuCr1-xMgxO2,0.04,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.2,3,4,12,10.93333333,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157804,0.008041903356,166,12
,666,300,0.000754474,0.000208131,9.5221,0.001808913418,0.000208131,0.01722465446,0.00005741551486,CuCr0.95Mg0.05O2,CuCr1-xMgxO2,0.05,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.16,3,4,12,10.93,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157805,0.001018905871,166,12
,667,400,0.000546485,0.000241265,9.0158,0.004725699742,0.000241265,0.04260596373,0.0001065149093,CuCr0.95Mg0.05O2,CuCr1-xMgxO2,0.05,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.16,3,4,12,10.93,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157805,0.001980921669,166,12
,668,700,0.000406648,0.000281605,8.0871,0.01687980049,0.000281605,0.1365086345,0.0001950123351,CuCr0.95Mg0.05O2,CuCr1-xMgxO2,0.05,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.16,3,4,12,10.93,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157805,0.005193694644,166,12
,669,1000,0.000408004,0.000325387,6.9878,0.03713603294,0.000325387,0.259499171,0.000259499171,CuCr0.95Mg0.05O2,CuCr1-xMgxO2,0.05,CuCrO2,,"solid state reaction, air",polycrystalline,Ono2006ICT,http://dx.doi.org/10.1109/ICT.2006.331288,,131.16,3,4,12,10.93,Ono,http://dx.doi.org/10.1109/ICT.2006.331288,157805,0.008558249415,166,12
,670,300,0.000002948,0.0000819,19.08,0.03577529377,0.0000819,0.6825926052,0.002275308684,NaCo2O4,NaxCo2O4,,NaxCo2O4,,"flux (NaCl), air",single crystal,Fujita2001JJAPP1,http://dx.doi.org/10.1143/JJAP.40.4644,,75.67,1,7,7,10.81,Jansen,http://dx.doi.org/10.1002/zaac.19744080203,21001,0.1301383306,194,24
,671,400,0.000003539,0.000098,13.53,0.08022944418,0.000098,1.08550438,0.002713760949,NaCo2O4,NaxCo2O4,,NaxCo2O4,,"flux (NaCl), air",single crystal,Fujita2001JJAPP1,http://dx.doi.org/10.1143/JJAP.40.4644,,75.67,1,7,7,10.81,Jansen,http://dx.doi.org/10.1002/zaac.19744080203,21001,0.2038315741,194,24
,672,700,0.000004843,0.000146,5.7025,0.5402863414,0.000146,3.080982862,0.004401404088,NaCo2O4,NaxCo2O4,,NaxCo2O4,,"flux (NaCl), air",single crystal,Fujita2001JJAPP1,http://dx.doi.org/10.1143/JJAP.40.4644,,75.67,1,7,7,10.81,Jansen,http://dx.doi.org/10.1002/zaac.19744080203,21001,0.6184549977,194,24
,673,1000,0.000006,0.0002,4.7639,1.399413646,0.0002,6.666666667,0.006666666667,NaCo2O4,NaxCo2O4,,NaxCo2O4,,"flux (NaCl), air",single crystal,Fujita2001JJAPP1,http://dx.doi.org/10.1143/JJAP.40.4644,,75.67,1,7,7,10.81,Jansen,http://dx.doi.org/10.1002/zaac.19744080203,21001,0.8536423239,194,24
,674,300,0.00002106,0.000104,1.904,0.08092125739,0.000104,0.1540740741,0.0005135802469,NaCo2O4,NaxCo2O4,,NaxCo2O4,,"solid state reaction, air",polycrystalline,Fujita2001JJAPP1,http://dx.doi.org/10.1143/JJAP.40.4644,,75.67,1,7,7,10.81,Jansen,http://dx.doi.org/10.1002/zaac.19744080203,21001,0.1825516531,194,24
,675,400,0.00002529,0.000118,1.834,0.1200814284,0.000118,0.2202293397,0.0005505733491,NaCo2O4,NaxCo2O4,,NaxCo2O4,,"solid state reaction, air",polycrystalline,Fujita2001JJAPP1,http://dx.doi.org/10.1143/JJAP.40.4644,,75.67,1,7,7,10.81,Jansen,http://dx.doi.org/10.1002/zaac.19744080203,21001,0.2104270937,194,24
,676,700,0.000034,0.000161,2.093,0.2549773756,0.000161,0.5336676471,0.0007623823529,NaCo2O4,NaxCo2O4,,NaxCo2O4,,"solid state reaction, air",polycrystalline,Fujita2001JJAPP1,http://dx.doi.org/10.1143/JJAP.40.4644,,75.67,1,7,7,10.81,Jansen,http://dx.doi.org/10.1002/zaac.19744080203,21001,0.2400157387,194,24
,677,1000,0.00004,0.000175,2.2237,0.344302289,0.000175,0.765625,0.000765625,NaCo2O4,NaxCo2O4,,NaxCo2O4,,"solid state reaction, air",polycrystalline,Fujita2001JJAPP1,http://dx.doi.org/10.1143/JJAP.40.4644,,75.67,1,7,7,10.81,Jansen,http://dx.doi.org/10.1002/zaac.19744080203,21001,0.2743175788,194,24
,678,700,0.0008483635068,-0.000159904,,,0.000159904,0.02109768078,0.00003013954397,ZnO,Zn1-x-yAlxTiyO,0,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,679,1000,0.0006052645914,-0.000190963,,,0.000190963,0.06024946426,0.00006024946426,ZnO,Zn1-x-yAlxTiyO,0,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,680,700,0.0006809206047,-0.000133608,,,0.000133608,0.01835128542,0.00002621612203,Zn0.98Al0.02O,Zn1-x-yAlxTiyO,0.02,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,681,1000,0.00025429957,-0.000182054,,,0.000182054,0.13033313,0.00013033313,Zn0.98Al0.02O,Zn1-x-yAlxTiyO,0.02,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,682,700,0.0004975966084,-0.000124909,,,0.000124909,0.02194866406,0.00003135523438,Zn0.97Al0.03O,Zn1-x-yAlxTiyO,0.03,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,683,1000,0.0001938202356,-0.000173573,,,0.000173573,0.1554408715,0.0001554408715,Zn0.97Al0.03O,Zn1-x-yAlxTiyO,0.03,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,684,700,0.0004683248488,-0.000112738,,,0.000112738,0.01899728292,0.0000271389756,Zn0.95Al0.05O,Zn1-x-yAlxTiyO,0.05,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,685,1000,0.0001831857467,-0.000164443,,,0.000164443,0.1476179274,0.0001476179274,Zn0.95Al0.05O,Zn1-x-yAlxTiyO,0.05,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,686,700,0.0003382354931,-0.000170775,,,0.000170775,0.06035697275,0.00008622424678,Zn0.97Al0.025Ti0.005O,Zn1-x-yAlxTiyO,0.025,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,687,1000,0.0001739496485,-0.000217259,,,0.000217259,0.2713513564,0.0002713513564,Zn0.97Al0.025Ti0.005O,Zn1-x-yAlxTiyO,0.025,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,688,700,0.000294033761,-0.00014796,,,0.00014796,0.05211820939,0.00007445458484,Zn0.97Al0.02Ti0.01O,Zn1-x-yAlxTiyO,0.02,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,689,1000,0.0001589860506,-0.000212256,,,0.000212256,0.2833746066,0.0002833746066,Zn0.97Al0.02Ti0.01O,Zn1-x-yAlxTiyO,0.02,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,690,700,0.0002600502937,-0.000143177,,,0.000143177,0.05518070034,0.00007882957191,Zn0.97Al0.015Ti0.015O,Zn1-x-yAlxTiyO,0.015,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,691,1000,0.0001445531645,-0.000205305,,,0.000205305,0.2915892099,0.0002915892099,Zn0.97Al0.015Ti0.015O,Zn1-x-yAlxTiyO,0.015,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,692,700,0.0002352271471,-0.000139044,,,0.000139044,0.05753274621,0.00008218963744,Zn0.97Al0.01Ti0.02O,Zn1-x-yAlxTiyO,0.01,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,693,1000,0.0001325224725,-0.000195093,,,0.000195093,0.2872062219,0.0002872062219,Zn0.97Al0.01Ti0.02O,Zn1-x-yAlxTiyO,0.01,ZnO,,"solid state reaction, air",polycrystalline,Park2007JECS,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012,,47.62,2,2,4,11.905,Abrahams,http://dx.doi.org/10.1107/S0567740869003876,26170,,186,12
,694,300,0.0000974787,-0.000178765,4.087,0.02406422473,0.000178765,0.09835048649,0.000327834955,Zr0.5Hf0.5NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.01837370396,216,96
,695,400,0.0000625721,-0.000208592,3.53,0.07879521622,0.000208592,0.2781471133,0.0006953677831,Zr0.5Hf0.5NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.04418698623,216,96
,696,700,0.0000216666,-0.000236062,3.274,0.5498962574,0.000236062,1.800360347,0.002571943353,Zr0.5Hf0.5NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.2407788998,216,96
,697,300,0.0000904316,-0.000188659,3.814,0.03095817903,0.000188659,0.1180744948,0.0003935816493,Zr0.4Hf0.4Ti0.2NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.2,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.02122316632,216,96
,698,400,0.0000511455,-0.000233589,3.345,0.1275737188,0.000233589,0.4267340894,0.001066835223,Zr0.4Hf0.4Ti0.2NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.2,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.05704876759,216,96
,699,700,0.0000176663,-0.000276689,3.196,0.9491382064,0.000276689,3.033445708,0.004333493868,Zr0.4Hf0.4Ti0.2NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.2,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.3025070459,216,96
,700,300,0.0000860507,-0.000369912,3.17,0.1504888853,0.000369912,0.4770497663,0.001590165888,Zr0.35Hf0.35Ti0.3NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.3,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.0268347412,216,96
,701,400,0.0000555251,-0.000379426,2.837,0.3655657342,0.000379426,1.037109988,0.00259277497,Zr0.35Hf0.35Ti0.3NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.3,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.06195853387,216,96
,702,700,0.0000228094,-0.000348046,2.942,1.263615091,0.000348046,3.717555599,0.005310793713,Zr0.35Hf0.35Ti0.3NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.3,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.2545255219,216,96
,703,300,0.0000475748,-0.000311579,3.0626,0.1998896758,0.000311579,0.612182121,0.00204060707,Zr0.25Hf0.25Ti0.5NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.5,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.05023932916,216,96
,704,400,0.0000338128,-0.000329939,3.003,0.4288355996,0.000329939,1.287793306,0.003219483264,Zr0.25Hf0.25Ti0.5NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.5,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.09611990874,216,96
,705,700,0.0000163327,-0.000328251,3.254,1.419170654,0.000328251,4.617981307,0.006597116154,Zr0.25Hf0.25Ti0.5NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.5,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.3213751799,216,96
,706,300,0.000048146,-0.000252204,3.394,0.1167758792,0.000252204,0.396337334,0.001321124447,Zr0.15Hf0.15Ti0.7NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.7,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.04479597892,216,96
,707,400,0.0000313369,-0.000264835,3.072,0.291429498,0.000264835,0.8952714177,0.002238178544,Zr0.15Hf0.15Ti0.7NiSn,(Zr0.5Hf0.5)1-xTixNiSn,0.7,ZrNiSn,,"arc-melted, Ar",polycrystalline,Sakurada2005APL,http://dx.doi.org/10.1063/1.1868063,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,0.101384736,216,96
